"estimator","atom_id","group","time","estimate","se","weight"
"CS","g2002_t2015",2002,2015,0.326829268292683,0.237004680640586,0.0152439024390244
"CS","g2002_t2016",2002,2016,-0.0975609756097561,0.065266248762293,0.0152439024390244
"CS","g2002_t2017",2002,2017,0.551219512195122,0.243178514982965,0.0152439024390244
"CS","g2002_t2018",2002,2018,0.575609756097561,0.241626236634024,0.0152439024390244
"CS","g2002_t2019",2002,2019,0.302439024390244,0.22003545596239,0.0152439024390244
"CS","g2002_t2020",2002,2020,0.4,0.237216354960896,0.0152439024390244
"CS","g2003_t2001",2003,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2003_t2002",2003,2002,0,0.0723220594392977,0
"CS","g2003_t2003",2003,2003,0.146341463414634,0.0564464854160372,0.00304878048780488
"CS","g2003_t2004",2003,2004,-0.146341463414634,0.0829057754548047,0.00304878048780488
"CS","g2003_t2005",2003,2005,0.048780487804878,0.0705581067700465,0.00304878048780488
"CS","g2003_t2006",2003,2006,0.0731707317073171,0.0626203197584163,0.00304878048780488
"CS","g2003_t2007",2003,2007,0.048780487804878,0.0705581067700465,0.00304878048780488
"CS","g2003_t2008",2003,2008,-0.024390243902439,0.0987813494780651,0.00304878048780488
"CS","g2003_t2009",2003,2009,-0.0975609756097561,0.0582104380852884,0.00304878048780488
"CS","g2003_t2010",2003,2010,-0.0975609756097561,0.0723220594392977,0.00304878048780488
"CS","g2003_t2011",2003,2011,-0.048780487804878,0.0687941541007953,0.00304878048780488
"CS","g2003_t2012",2003,2012,-0.121951219512195,0.0811418227855534,0.00304878048780488
"CS","g2003_t2013",2003,2013,-0.0975609756097561,0.086433680793307,0.00304878048780488
"CS","g2003_t2014",2003,2014,-0.121951219512195,0.0714400831046721,0.00304878048780488
"CS","g2003_t2015",2003,2015,-0.0731707317073171,0.0767319411124256,0.00304878048780488
"CS","g2003_t2016",2003,2016,-0.0975609756097561,0.0687941541007953,0.00304878048780488
"CS","g2003_t2017",2003,2017,-0.048780487804878,0.0776139174470511,0.00304878048780488
"CS","g2003_t2018",2003,2018,-0.024390243902439,0.0723220594392977,0.00304878048780488
"CS","g2003_t2019",2003,2019,-0.0975609756097561,0.0687941541007953,0.00304878048780488
"CS","g2003_t2020",2003,2020,0,0.0723220594392977,0.00304878048780488
"CS","g2004_t2001",2004,2001,-1.46216648012813e-18,0.0723220594392977,0
"CS","g2004_t2002",2004,2002,0,0.0723220594392977,0
"CS","g2004_t2003",2004,2003,0.146341463414634,0.0564464854160372,0
"CS","g2004_t2004",2004,2004,-0.292682926829268,0.0749679884431744,0.00609756097560976
"CS","g2004_t2005",2004,2005,-0.0975609756097561,0.0538005564121605,0.00609756097560976
"CS","g2004_t2006",2004,2006,-0.0731707317073171,0.0414528877274023,0.00609756097560976
"CS","g2004_t2007",2004,2007,-0.0975609756097561,0.0476267220697814,0.00609756097560976
"CS","g2004_t2008",2004,2008,-0.170731707317073,0.0599743907545395,0.00609756097560976
"CS","g2004_t2009",2004,2009,-0.24390243902439,0.0643842724276674,0.00609756097560976
"CS","g2004_t2010",2004,2010,-0.24390243902439,0.0635022960930418,0.00609756097560976
"CS","g2004_t2011",2004,2011,-0.195121951219512,0.0643842724276674,0.00609756097560976
"CS","g2004_t2012",2004,2012,-0.268292682926829,0.0723220594392977,0.00609756097560976
"CS","g2004_t2013",2004,2013,-0.24390243902439,0.0732040357739232,0.00609756097560976
"CS","g2004_t2014",2004,2014,-0.268292682926829,0.065266248762293,0.00609756097560976
"CS","g2004_t2015",2004,2015,-0.219512195121951,0.0687941541007953,0.00609756097560976
"CS","g2004_t2016",2004,2016,-0.24390243902439,0.0635022960930419,0.00609756097560976
"CS","g2004_t2017",2004,2017,-0.695121951219512,0.328315690564372,0.00609756097560976
"CS","g2004_t2018",2004,2018,-0.170731707317073,0.0599743907545395,0.00609756097560976
"CS","g2004_t2019",2004,2019,-0.24390243902439,0.0714400831046721,0.00609756097560976
"CS","g2004_t2020",2004,2020,-0.646341463414634,0.375942412634154,0.00609756097560976
"CS","g2008_t2001",2008,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2008_t2002",2008,2002,1,0.0723220594392977,0
"CS","g2008_t2003",2008,2003,-0.853658536585366,0.0564464854160372,0
"CS","g2008_t2004",2008,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2008_t2005",2008,2005,0.195121951219512,0.0784958937816768,0
"CS","g2008_t2006",2008,2006,0.024390243902439,0.0458627694005303,0
"CS","g2008_t2007",2008,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2008_t2008",2008,2008,-0.0731707317073171,0.0599743907545396,0.00304878048780488
"CS","g2008_t2009",2008,2009,0.853658536585366,0.0776139174470512,0.00304878048780488
"CS","g2008_t2010",2008,2010,-0.146341463414634,0.0723220594392977,0.00304878048780488
"CS","g2008_t2011",2008,2011,-0.0975609756097561,0.0687941541007954,0.00304878048780488
"CS","g2008_t2012",2008,2012,-0.170731707317073,0.0846697281240557,0.00304878048780488
"CS","g2008_t2013",2008,2013,-0.146341463414634,0.0679121777661698,0.00304878048780488
"CS","g2008_t2014",2008,2014,-0.170731707317073,0.0793778701163023,0.00304878048780488
"CS","g2008_t2015",2008,2015,-0.121951219512195,0.0776139174470512,0.00304878048780488
"CS","g2008_t2016",2008,2016,-0.146341463414634,0.0873156571279325,0.00304878048780488
"CS","g2008_t2017",2008,2017,-0.0975609756097561,0.0793778701163023,0.00304878048780488
"CS","g2008_t2018",2008,2018,-0.0731707317073171,0.092607515135686,0.00304878048780488
"CS","g2008_t2019",2008,2019,-0.146341463414634,0.0776139174470512,0.00304878048780488
"CS","g2008_t2020",2008,2020,-0.048780487804878,0.0723220594392976,0.00304878048780488
"CS","g2009_t2001",2009,2001,1.39296089709318e-18,0.211800316929372,0
"CS","g2009_t2002",2009,2002,0,0.351278574419446,0
"CS","g2009_t2003",2009,2003,0.00348432055749132,0.243281472220395,0
"CS","g2009_t2004",2009,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2009_t2005",2009,2005,0.0522648083623694,0.181543128796604,0
"CS","g2009_t2006",2009,2006,0.167247386759582,0.270280747770158,0
"CS","g2009_t2007",2009,2007,0.118466898954704,0.271432716860281,0
"CS","g2009_t2008",2009,2008,-0.0731707317073171,0.0599743907545396,0
"CS","g2009_t2009",2009,2009,-0.21602787456446,0.200604617334737,0.0213414634146341
"CS","g2009_t2010",2009,2010,-0.21602787456446,0.261730977179399,0.0213414634146341
"CS","g2009_t2011",2009,2011,-0.167247386759582,0.273196669529532,0.0213414634146341
"CS","g2009_t2012",2009,2012,-0.383275261324042,0.192198842880244,0.0213414634146341
"CS","g2009_t2013",2009,2013,-0.358885017421603,0.28554433821429,0.0213414634146341
"CS","g2009_t2014",2009,2014,-0.240418118466899,0.263296935161286,0.0213414634146341
"CS","g2009_t2015",2009,2015,-0.334494773519164,0.188058953962614,0.0213414634146341
"CS","g2009_t2016",2009,2016,-0.21602787456446,0.274762627511418,0.0213414634146341
"CS","g2009_t2017",2009,2017,0.261324041811847,0.299043975989172,0.0213414634146341
"CS","g2009_t2018",2009,2018,0,0.242795485260499,0.0213414634146341
"CS","g2009_t2019",2009,2019,-0.0731707317073171,0.248087343268253,0.0213414634146341
"CS","g2009_t2020",2009,2020,-0.118466898954704,0.179779176127353,0.0213414634146341
"CS","g2012_t2001",2012,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2012_t2002",2012,2002,1,0.0723220594392977,0
"CS","g2012_t2003",2012,2003,-0.853658536585366,0.0564464854160372,0
"CS","g2012_t2004",2012,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2012_t2005",2012,2005,1.19512195121951,0.0784958937816767,0
"CS","g2012_t2006",2012,2006,-0.975609756097561,0.0458627694005302,0
"CS","g2012_t2007",2012,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2012_t2008",2012,2008,-0.0731707317073171,0.0599743907545396,0
"CS","g2012_t2009",2012,2009,-0.0731707317073171,0.0635022960930419,0
"CS","g2012_t2010",2012,2010,0,0.0723220594392977,0
"CS","g2012_t2011",2012,2011,0.048780487804878,0.0758499647778,0
"CS","g2012_t2012",2012,2012,-0.0731707317073171,0.0740860121085488,0.00304878048780488
"CS","g2012_t2013",2012,2013,-0.048780487804878,0.0740860121085488,0.00304878048780488
"CS","g2012_t2014",2012,2014,-0.0731707317073171,0.0493906747390326,0.00304878048780488
"CS","g2012_t2015",2012,2015,-0.024390243902439,0.0696761304354209,0.00304878048780488
"CS","g2012_t2016",2012,2016,0.951219512195122,0.0723220594392976,0.00304878048780488
"CS","g2012_t2017",2012,2017,1,0.0723220594392977,0.00304878048780488
"CS","g2012_t2018",2012,2018,0.024390243902439,0.103191231151193,0.00304878048780488
"CS","g2012_t2019",2012,2019,-0.048780487804878,0.0723220594392977,0.00304878048780488
"CS","g2012_t2020",2012,2020,0.048780487804878,0.0723220594392977,0.00304878048780488
"CS","g2013_t2001",2013,2001,0.333333333333333,0.329467159667912,0
"CS","g2013_t2002",2013,2002,-0.333333333333333,0.329467159667912,0
"CS","g2013_t2003",2013,2003,0.479674796747968,0.334759017675665,0
"CS","g2013_t2004",2013,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2013_t2005",2013,2005,0.528455284552846,0.336522970344916,0
"CS","g2013_t2006",2013,2006,-0.308943089430894,0.30388984596377,0
"CS","g2013_t2007",2013,2007,-0.357723577235772,0.353280520702802,0
"CS","g2013_t2008",2013,2008,-0.0731707317073171,0.0599743907545395,0
"CS","g2013_t2009",2013,2009,-0.0731707317073171,0.0635022960930419,0
"CS","g2013_t2010",2013,2010,0,0.0723220594392977,0
"CS","g2013_t2011",2013,2011,0.382113821138211,0.325939254329409,0
"CS","g2013_t2012",2013,2012,-0.40650406504065,0.31976541998703,0
"CS","g2013_t2013",2013,2013,0.357723577235772,0.328585183333286,0.00914634146341463
"CS","g2013_t2014",2013,2014,0,0.0723220594392977,0.00914634146341463
"CS","g2013_t2015",2013,2015,0.382113821138211,0.324175301660158,0.00914634146341463
"CS","g2013_t2016",2013,2016,0.024390243902439,0.103191231151193,0.00914634146341463
"CS","g2013_t2017",2013,2017,0.40650406504065,0.306535774967647,0.00914634146341463
"CS","g2013_t2018",2013,2018,0.0975609756097561,0.0829057754548047,0.00914634146341463
"CS","g2013_t2019",2013,2019,0.357723577235772,0.325939254329409,0.00914634146341463
"CS","g2013_t2020",2013,2020,0.788617886178862,0.324175301660158,0.00914634146341463
"CS","g2014_t2001",2014,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2014_t2002",2014,2002,0,0.0723220594392977,0
"CS","g2014_t2003",2014,2003,0.146341463414634,0.0564464854160372,0
"CS","g2014_t2004",2014,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2014_t2005",2014,2005,0.195121951219512,0.0784958937816767,0
"CS","g2014_t2006",2014,2006,0.024390243902439,0.0458627694005303,0
"CS","g2014_t2007",2014,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2014_t2008",2014,2008,-0.0731707317073171,0.0599743907545396,0
"CS","g2014_t2009",2014,2009,-0.0731707317073171,0.0635022960930419,0
"CS","g2014_t2010",2014,2010,0,0.0723220594392977,0
"CS","g2014_t2011",2014,2011,0.048780487804878,0.0758499647778,0
"CS","g2014_t2012",2014,2012,-0.0731707317073171,0.0740860121085488,0
"CS","g2014_t2013",2014,2013,0.024390243902439,0.104073207485819,0
"CS","g2014_t2014",2014,2014,-0.024390243902439,0.106719136489695,0.00304878048780488
"CS","g2014_t2015",2014,2015,0.024390243902439,0.104955183820444,0.00304878048780488
"CS","g2014_t2016",2014,2016,3.90832695737904e-18,0.0723220594392977,0.00304878048780488
"CS","g2014_t2017",2014,2017,0.048780487804878,0.0811418227855535,0.00304878048780488
"CS","g2014_t2018",2014,2018,-0.926829268292683,0.0978993731434395,0.00304878048780488
"CS","g2014_t2019",2014,2019,0,0.0723220594392977,0.00304878048780488
"CS","g2014_t2020",2014,2020,0.0975609756097561,0.0899615861318093,0.00304878048780488
"CS","g2017_t2001",2017,2001,-0.333333333333333,0.329467159667912,0
"CS","g2017_t2002",2017,2002,0,0.0723220594392977,0
"CS","g2017_t2003",2017,2003,-0.186991869918699,0.340050875683419,0
"CS","g2017_t2004",2017,2004,0.0406504065040651,0.331231112337163,0
"CS","g2017_t2005",2017,2005,0.528455284552846,0.329467159667911,0
"CS","g2017_t2006",2017,2006,-0.308943089430894,0.330349136002537,0
"CS","g2017_t2007",2017,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2017_t2008",2017,2008,-0.0731707317073171,0.0599743907545395,0
"CS","g2017_t2009",2017,2009,-0.0731707317073171,0.0635022960930419,0
"CS","g2017_t2010",2017,2010,0,0.0723220594392977,0
"CS","g2017_t2011",2017,2011,0.048780487804878,0.0758499647778,0
"CS","g2017_t2012",2017,2012,-0.40650406504065,0.347106686360423,0
"CS","g2017_t2013",2017,2013,0.691056910569106,0.330349136002537,0
"CS","g2017_t2014",2017,2014,-0.357723577235772,0.332113088671788,0
"CS","g2017_t2015",2017,2015,0.048780487804878,0.0723220594392976,0
"CS","g2017_t2016",2017,2016,-0.691056910569106,0.302125893294519,0
"CS","g2017_t2017",2017,2017,0.715447154471545,0.320647396321656,0.00914634146341463
"CS","g2017_t2018",2017,2018,0.739837398373984,0.318883443652405,0.00914634146341463
"CS","g2017_t2019",2017,2019,0.666666666666667,0.309377698712551,0.00914634146341463
"CS","g2017_t2020",2017,2020,0.764227642276423,0.329467159667911,0.00914634146341463
"CS","g2018_t2001",2018,2001,-1.4689329497044e-18,0.0723220594392977,0
"CS","g2018_t2002",2018,2002,0,0.0723220594392977,0
"CS","g2018_t2003",2018,2003,-0.186991869918699,0.325057277994784,0
"CS","g2018_t2004",2018,2004,0.0406504065040651,0.33387704134104,0
"CS","g2018_t2005",2018,2005,-0.138211382113821,0.336522970344916,0
"CS","g2018_t2006",2018,2006,0.357723577235772,0.299479964290642,0
"CS","g2018_t2007",2018,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2018_t2008",2018,2008,-0.0731707317073171,0.810242259409367,0
"CS","g2018_t2009",2018,2009,0.260162601626016,0.656288390331947,0
"CS","g2018_t2010",2018,2010,0,0.0723220594392977,0
"CS","g2018_t2011",2018,2011,0.048780487804878,0.0758499647778,0
"CS","g2018_t2012",2018,2012,-0.739837398373984,0.332113088671788,0
"CS","g2018_t2013",2018,2013,0.357723577235772,0.328585183333286,0
"CS","g2018_t2014",2018,2014,-0.024390243902439,0.106719136489695,0
"CS","g2018_t2015",2018,2015,0.0487804878048781,0.495964692171119,0
"CS","g2018_t2016",2018,2016,-0.024390243902439,0.0440988167312791,0
"CS","g2018_t2017",2018,2017,-0.284552845528455,0.331231112337163,0
"CS","g2018_t2018",2018,2018,0.024390243902439,0.104073207485819,0.00914634146341463
"CS","g2018_t2019",2018,2019,0.284552845528455,0.325939254329409,0.00914634146341463
"CS","g2018_t2020",2018,2020,0.382113821138211,0.336522970344916,0.00914634146341463
"CS","g2019_t2001",2019,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2019_t2002",2019,2002,0,0.0723220594392977,0
"CS","g2019_t2003",2019,2003,0.146341463414634,0.0564464854160372,0
"CS","g2019_t2004",2019,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2019_t2005",2019,2005,0.195121951219512,0.0784958937816767,0
"CS","g2019_t2006",2019,2006,0.024390243902439,0.0458627694005303,0
"CS","g2019_t2007",2019,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2019_t2008",2019,2008,0.926829268292683,0.0599743907545396,0
"CS","g2019_t2009",2019,2009,-1.07317073170732,0.0635022960930419,0
"CS","g2019_t2010",2019,2010,0,0.0723220594392977,0
"CS","g2019_t2011",2019,2011,1.04878048780488,0.0758499647778,0
"CS","g2019_t2012",2019,2012,-0.0731707317073171,0.0740860121085489,0
"CS","g2019_t2013",2019,2013,0.024390243902439,0.104073207485819,0
"CS","g2019_t2014",2019,2014,-1.02439024390244,0.106719136489695,0
"CS","g2019_t2015",2019,2015,1.04878048780488,0.0723220594392976,0
"CS","g2019_t2016",2019,2016,-0.024390243902439,0.0440988167312791,0
"CS","g2019_t2017",2019,2017,-0.951219512195122,0.0829057754548047,0
"CS","g2019_t2018",2019,2018,0.024390243902439,0.104073207485819,0
"CS","g2019_t2019",2019,2019,-0.0731707317073171,0.0978993731434395,0.00304878048780488
"CS","g2019_t2020",2019,2020,0.024390243902439,0.101427278481942,0.00304878048780488
"CS","g2020_t2001",2020,2001,-1.46451590113832e-18,0.0723220594392977,0
"CS","g2020_t2002",2020,2002,0,0.0723220594392977,0
"CS","g2020_t2003",2020,2003,0.146341463414634,0.0564464854160372,0
"CS","g2020_t2004",2020,2004,-0.292682926829268,0.0749679884431744,0
"CS","g2020_t2005",2020,2005,0.195121951219512,0.0784958937816767,0
"CS","g2020_t2006",2020,2006,0.024390243902439,0.0458627694005303,0
"CS","g2020_t2007",2020,2007,-0.024390243902439,0.0405709113927767,0
"CS","g2020_t2008",2020,2008,-0.0731707317073171,0.0599743907545396,0
"CS","g2020_t2009",2020,2009,-0.0731707317073171,0.0635022960930419,0
"CS","g2020_t2010",2020,2010,0,0.0723220594392977,0
"CS","g2020_t2011",2020,2011,0.048780487804878,0.0758499647778,0
"CS","g2020_t2012",2020,2012,-0.0731707317073171,0.0740860121085489,0
"CS","g2020_t2013",2020,2013,0.024390243902439,0.104073207485819,0
"CS","g2020_t2014",2020,2014,-0.024390243902439,0.106719136489695,0
"CS","g2020_t2015",2020,2015,0.048780487804878,0.0723220594392976,0
"CS","g2020_t2016",2020,2016,-0.024390243902439,0.0440988167312791,0
"CS","g2020_t2017",2020,2017,0.048780487804878,0.0829057754548047,0
"CS","g2020_t2018",2020,2018,0.024390243902439,0.104073207485819,0
"CS","g2020_t2019",2020,2019,-0.0731707317073171,0.0978993731434395,0
"CS","g2020_t2020",2020,2020,0.0975609756097561,0.0793778701163023,0.00304878048780488
"SA","g2020_e-20",2020,-20,0.0975609756098854,0.0928770247596979,0
"SA","g2019_e-19",2019,-19,0.0243902439027791,0.0981885020332547,0
"SA","g2020_e-19",2020,-19,0.0975609756098838,0.0751938142682461,0
"SA","g2018_e-18",2018,-18,0.382113821138371,0.316031402915456,0
"SA","g2019_e-18",2019,-18,0.0243902439027793,0.0903048499225333,0
"SA","g2020_e-18",2020,-18,0.097560975609888,0.0751938142682505,0
"SA","g2017_e-17",2017,-17,1.09756097561015,0.0844992645897452,0
"SA","g2018_e-17",2018,-17,0.38211382113837,0.318373779763212,0
"SA","g2019_e-17",2019,-17,0.0243902439027837,0.0816636388335032,0
"SA","g2020_e-17",2020,-17,0.243902439024526,0.074952420983138,0
"SA","g2017_e-16",2017,-16,0.764227642276806,0.310944287368169,0
"SA","g2018_e-16",2018,-16,0.382113821138374,0.316031402915457,0
"SA","g2019_e-16",2019,-16,0.170731707317422,0.0656739740240404,0
"SA","g2020_e-16",2020,-16,-0.04878048780476,0.0857764039469102,0
"SA","g2017_e-15",2017,-15,0.764227642276808,0.313324697173556,0
"SA","g2018_e-15",2018,-15,0.195121951219675,0.069168249022149,0
"SA","g2019_e-15",2019,-15,-0.121951219511865,0.103402448848314,0
"SA","g2020_e-15",2020,-15,0.146341463414765,0.0909048887489388,0
"SA","g2014_e-14",2014,-14,0.0975609756098731,0.084499264589776,0
"SA","g2017_e-14",2017,-14,0.577235772358109,0.313266853602318,0
"SA","g2018_e-14",2018,-14,0.235772357723733,0.320359819413831,0
"SA","g2019_e-14",2019,-14,0.0731707317076606,0.0807711132498841,0
"SA","g2020_e-14",2020,-14,0.170731707317204,0.0761517358706364,0
"SA","g2013_e-13",2013,-13,0.121951219512192,0.103402448848261,0
"SA","g2014_e-13",2014,-13,0.0975609756098722,0.0844992645897771,0
"SA","g2017_e-13",2017,-13,0.617886178862168,0.318373779763283,0
"SA","g2018_e-13",2018,-13,0.0975609756099161,0.0928770247596785,0
"SA","g2019_e-13",2019,-13,0.0975609756100992,0.0844992645897771,0
"SA","g2020_e-13",2020,-13,0.146341463414766,0.0823266833198959,0
"SA","g2012_e-12",2012,-12,0.0487804878051591,0.0766262061050968,0
"SA","g2013_e-12",2013,-12,0.455284552845527,0.316604312286541,0
"SA","g2014_e-12",2014,-12,0.0975609756098759,0.0928770247597192,0
"SA","g2017_e-12",2017,-12,1.14634146341503,0.0909048887489198,0
"SA","g2018_e-12",2018,-12,0.455284552845689,0.314248746292594,0
"SA","g2019_e-12",2019,-12,0.0731707317076577,0.0894985404776489,0
"SA","g2020_e-12",2020,-12,0.0731707317074534,0.0709785652406515,0
"SA","g2012_e-11",2012,-11,0.0487804878051578,0.0662235566098476,0
"SA","g2013_e-11",2013,-11,0.121951219512195,0.0878637263255649,0
"SA","g2014_e-11",2014,-11,0.243902439024516,0.0749524209831565,0
"SA","g2017_e-11",2017,-11,0.837398373984126,0.315916696365998,0
"SA","g2018_e-11",2018,-11,0.430894308943249,0.315687158229248,0
"SA","g2019_e-11",2019,-11,1.00000000000038,0.077097756439568,0
"SA","g2020_e-11",2020,-11,1.24120332067879e-13,0.0861979121557818,0
"SA","g2012_e-10",2012,-10,1.04878048780519,0.0662235566098536,0
"SA","g2013_e-10",2013,-10,0.601626016260164,0.313844809572506,0
"SA","g2014_e-10",2014,-10,-0.0487804878047739,0.0857764039469247,0
"SA","g2017_e-10",2017,-10,0.813008130081686,0.317461737778191,0
"SA","g2018_e-10",2018,-10,0.35772357723594,0.314940003908867,0
"SA","g2019_e-10",2019,-10,-0.0731707317069803,0.0894985404776438,0
"SA","g2020_e-10",2020,-10,1.21878418815613e-13,0.0770977564395486,0
"SA","g2009_e-9",2009,-9,0.0243902439023953,0.0816636388334594,0
"SA","g2012_e-9",2012,-9,0.195121951219801,0.0691682490221656,0
"SA","g2013_e-9",2013,-9,0.30894308943089,0.319623588125381,0
"SA","g2014_e-9",2014,-9,0.146341463414753,0.0823266833199091,0
"SA","g2017_e-9",2017,-9,0.739837398374375,0.319396714000509,0
"SA","g2018_e-9",2018,-9,0.617886178861949,0.316031402915454,0
"SA","g2019_e-9",2019,-9,-0.0731707317069826,0.104795137156425,0
"SA","g2020_e-9",2020,-9,0.0487804878050015,0.0766262061051068,0
"SA","g2008_e-8",2008,-8,-0.0487804878047679,0.0662235566098494,0
"SA","g2009_e-8",2009,-8,0.024390243902396,0.236986035800433,0
"SA","g2012_e-8",2012,-8,-0.0975609756094867,0.0844992645897516,0
"SA","g2013_e-8",2013,-8,0.83739837398374,0.318259917449131,0
"SA","g2014_e-8",2014,-8,0.170731707317192,0.0853528141780763,0
"SA","g2017_e-8",2017,-8,0.666666666667049,0.318487601370463,0
"SA","g2018_e-8",2018,-8,0.617886178861949,0.313671534597431,0
"SA","g2019_e-8",2019,-8,0.975609756097928,0.0981885020332595,0
"SA","g2020_e-8",2020,-8,-0.0243902439023189,0.0981885020332404,0
"SA","g2008_e-7",2008,-7,-0.0487804878047687,0.0766262061051018,0
"SA","g2009_e-7",2009,-7,0.0243902439023987,0.240100806280205,0
"SA","g2012_e-7",2012,-7,1.09756097561007,0.0844992645897605,0
"SA","g2013_e-7",2013,-7,0.528455284552844,0.316661546215212,0
"SA","g2014_e-7",2014,-7,0.146341463414754,0.0727438435501846,0
"SA","g2017_e-7",2017,-7,0.666666666667047,0.320812045033713,0
"SA","g2018_e-7",2018,-7,0.666666666666825,0.313787061879007,0
"SA","g2019_e-7",2019,-7,0.902439024390602,0.092877024759701,0
"SA","g2020_e-7",2020,-7,1.21665264668502e-13,0.094425081795135,0
"SA","g2008_e-6",2008,-6,0.95121951219527,0.0766262061051084,0
"SA","g2009_e-6",2009,-6,0.0278745644598913,0.16174487753222,0
"SA","g2012_e-6",2012,-6,0.121951219512478,0.0689057499764405,0
"SA","g2013_e-6",2013,-6,0.170731707317071,0.0936542519061875,0
"SA","g2014_e-6",2014,-6,0.0731707317074415,0.070978565240667,0
"SA","g2017_e-6",2017,-6,0.715447154471925,0.313671534597507,0
"SA","g2018_e-6",2018,-6,-0.0731707317071612,0.089498540477614,0
"SA","g2019_e-6",2019,-6,0.926829268293043,0.0974474461421667,0
"SA","g2020_e-6",2020,-6,-0.024390243902318,0.0816636388334894,0
"SA","g2008_e-5",2008,-5,0.0975609756098749,0.0517887794816873,0
"SA","g2009_e-5",2009,-5,-0.264808362369388,0.167577901095646,0
"SA","g2012_e-5",2012,-5,0.0975609756100403,0.0751938142682472,0
"SA","g2013_e-5",2013,-5,0.0975609756097619,0.0751938142682076,0
"SA","g2014_e-5",2014,-5,1.10246214076097e-13,0.0944250817951566,0
"SA","g2017_e-5",2017,-5,0.308943089431271,0.319623588125461,0
"SA","g2018_e-5",2018,-5,0.284552845528613,0.318373779763162,0
